st_name,dose1,dose2,total_doses,last_dose1,last_dose2,last_total_doses,date
West Bengal,17382766,5822638,23205404,17286349,5674459,22960808,2021-07-06
Miscellaneous,1737305,1527259,3264564,1737099,1525929,3263028,2021-07-06
Andaman and Nicobar,162375,40529,202904,161401,35088,196489,2021-07-07
Andhra Pradesh,13322361,3354510,16676871,13298619,3335328,16633947,2021-07-07
Arunachal Pradesh,566001,101318,667319,556791,97418,654209,2021-07-07
Assam,6402566,1318030,7720596,6396900,1315716,7712616,2021-07-07
Bihar,15114284,2497336,17611620,15047774,2480073,17527847,2021-07-07
Chandigarh,476076,104659,580735,472038,102146,574184,2021-07-07
Chhattisgarh,8335044,1770209,10105253,8323609,1763217,10086826,2021-07-07
Dadra and Nagar Haveli and Daman and Diu,444209,54606,498815,437342,52908,490250,2021-07-07
Delhi,6554851,1965905,8520756,6543046,1955333,8498379,2021-07-07
Goa,889028,147076,1036104,880174,141261,1021435,2021-07-07
Gujarat,21186487,6153541,27340028,21181276,6150594,27331870,2021-07-07
Haryana,7967969,1649543,9617512,7948524,1633480,9582004,2021-07-07
Himachal Pradesh,3406867,766163,4173030,3398021,717807,4115828,2021-07-07
Jammu and Kashmir,4210635,794594,5005229,4149494,780541,4930035,2021-07-07
Jharkhand,6277078,1238711,7515789,6228930,1216827,7445757,2021-07-07
Karnataka,20355148,4384445,24739593,20170366,4307475,24477841,2021-07-07
Kerala,11356276,3764310,15120586,11322762,3739556,15062318,2021-07-07
Ladakh,178128,60177,238305,177767,59794,237561,2021-07-07
Lakshadweep,47562,9763,57325,47468,9288,56756,2021-07-07
Madhya Pradesh,18988628,3498980,22487608,18792035,3236461,22028496,2021-07-07
Maharashtra,28046874,7398150,35445024,27660383,7142815,34803198,2021-07-07
Manipur,735374,81102,816476,706914,78813,785727,2021-07-07
Meghalaya,684412,90901,775313,674909,88768,763677,2021-07-07
Mizoram,562364,69749,632113,554964,65647,620611,2021-07-07
Nagaland,486470,78500,564970,478548,73648,552196,2021-07-07
Odisha,10542457,2589364,13131821,10421760,2505430,12927190,2021-07-07
Puducherry,467857,90138,557995,463896,84623,548519,2021-07-07
Punjab,6778624,1312896,8091520,6654477,1242647,7897124,2021-07-07
Rajasthan,21492802,4444967,25937769,21454506,4393818,25848324,2021-07-07
Sikkim,433003,104480,537483,428512,98958,527470,2021-07-07
Tamil Nadu,14280590,2814007,17094597,14225382,2792816,17018198,2021-07-07
Telangana,10182863,1810039,11992902,10173757,1792592,11966349,2021-07-07
Tripura,2022226,626396,2648622,2017992,624699,2642691,2021-07-07
Uttar Pradesh,29896371,5375629,35272000,29315028,5209652,34524680,2021-07-07
Uttarakhand,3843931,957668,4801599,3821396,941582,4762978,2021-07-07
West Bengal,17454774,5912029,23366803,17382766,5822638,23205404,2021-07-07
Miscellaneous,1737305,1527259,3264564,1737305,1527259,3264564,2021-07-07
Andaman and Nicobar,163284,45356,208640,162375,40529,202904,2021-07-08
Andhra Pradesh,13347424,3368492,16715916,13322361,3354510,16676871,2021-07-08
Arunachal Pradesh,574763,104981,679744,566001,101318,667319,2021-07-08
Assam,6409358,1320968,7730326,6402566,1318030,7720596,2021-07-08
Bihar,15484440,2584950,18069390,15114284,2497336,17611620,2021-07-08
Chandigarh,479535,107119,586654,476076,104659,580735,2021-07-08
Chhattisgarh,8386931,1803979,10190910,8335044,1770209,10105253,2021-07-08
Dadra and Nagar Haveli and Daman and Diu,450924,56128,507052,444209,54606,498815,2021-07-08
Delhi,6666304,2013480,8679784,6554851,1965905,8520756,2021-07-08
Goa,896123,151365,1047488,889028,147076,1036104,2021-07-08
Gujarat,21190130,6157088,27347218,21186487,6153541,27340028,2021-07-08
Haryana,7991029,1667304,9658333,7967969,1649543,9617512,2021-07-08
Himachal Pradesh,3414094,806114,4220208,3406867,766163,4173030,2021-07-08
Jammu and Kashmir,4254750,810355,5065105,4210635,794594,5005229,2021-07-08
Jharkhand,6301724,1248099,7549823,6277078,1238711,7515789,2021-07-08
Karnataka,20494925,4447263,24942188,20355148,4384445,24739593,2021-07-08
Kerala,11393121,3828293,15221414,11356276,3764310,15120586,2021-07-08
Ladakh,179174,60415,239589,178128,60177,238305,2021-07-08
Lakshadweep,47717,10127,57844,47562,9763,57325,2021-07-08
Madhya Pradesh,19543269,3669210,23212479,18988628,3498980,22487608,2021-07-08
Maharashtra,28250377,7522771,35773148,28046874,7398150,35445024,2021-07-08
Manipur,758845,82292,841137,735374,81102,816476,2021-07-08
Meghalaya,696290,93824,790114,684412,90901,775313,2021-07-08
Mizoram,572405,77211,649616,562364,69749,632113,2021-07-08
Nagaland,492727,82677,575404,486470,78500,564970,2021-07-08
Odisha,10623963,2652090,13276053,10542457,2589364,13131821,2021-07-08
Puducherry,470845,95606,566451,467857,90138,557995,2021-07-08
Punjab,6792574,1323363,8115937,6778624,1312896,8091520,2021-07-08
Rajasthan,21575229,4547860,26123089,21492802,4444967,25937769,2021-07-08
Sikkim,436734,110041,546775,433003,104480,537483,2021-07-08
Tamil Nadu,14363683,2879848,17243531,14280590,2814007,17094597,2021-07-08
Telangana,10249542,1856644,12106186,10182863,1810039,11992902,2021-07-08
Tripura,2031660,631163,2662823,2022226,626396,2648622,2021-07-08
Uttar Pradesh,30540558,5532965,36073523,29896371,5375629,35272000,2021-07-08
Uttarakhand,3865593,970930,4836523,3843931,957668,4801599,2021-07-08
West Bengal,17550459,6062514,23612973,17454774,5912029,23366803,2021-07-08
Miscellaneous,1738410,1529424,3267834,1737305,1527259,3264564,2021-07-08
Andaman and Nicobar,164079,51673,215752,163284,45356,208640,2021-07-09
Andhra Pradesh,13372991,3379662,16752653,13347424,3368492,16715916,2021-07-09
Arunachal Pradesh,583283,108549,691832,574763,104981,679744,2021-07-09
Assam,6462377,1328658,7791035,6409358,1320968,7730326,2021-07-09
Bihar,15746006,2639043,18385049,15484440,2584950,18069390,2021-07-09
Chandigarh,483886,110610,594496,479535,107119,586654,2021-07-09
Chhattisgarh,8449013,1846188,10295201,8386931,1803979,10190910,2021-07-09
Dadra and Nagar Haveli and Daman and Diu,458219,57873,516092,450924,56128,507052,2021-07-09
Delhi,6761670,2049346,8811016,6666304,2013480,8679784,2021-07-09
Goa,904933,158124,1063057,896123,151365,1047488,2021-07-09
Gujarat,21193413,6159886,27353299,21190130,6157088,27347218,2021-07-09
Haryana,8055206,1713107,9768313,7991029,1667304,9658333,2021-07-09
Himachal Pradesh,3419934,838929,4258863,3414094,806114,4220208,2021-07-09
Jammu and Kashmir,4272302,816684,5088986,4254750,810355,5065105,2021-07-09
Jharkhand,6318626,1254799,7573425,6301724,1248099,7549823,2021-07-09
Karnataka,20709400,4567725,25277125,20494925,4447263,24942188,2021-07-09
Kerala,11454406,3958218,15412624,11393121,3828293,15221414,2021-07-09
Ladakh,180257,60561,240818,179174,60415,239589,2021-07-09
Lakshadweep,47830,10455,58285,47717,10127,57844,2021-07-09
Madhya Pradesh,19555645,3673641,23229286,19543269,3669210,23212479,2021-07-09
Maharashtra,28386834,7588525,35975359,28250377,7522771,35773148,2021-07-09
Manipur,770581,83777,854358,758845,82292,841137,2021-07-09
Meghalaya,706033,96032,802065,696290,93824,790114,2021-07-09
Mizoram,580502,86722,667224,572405,77211,649616,2021-07-09
Nagaland,500265,86701,586966,492727,82677,575404,2021-07-09
Odisha,10683343,2693487,13376830,10623963,2652090,13276053,2021-07-09
Puducherry,473917,100944,574861,470845,95606,566451,2021-07-09
Punjab,6800474,1329096,8129570,6792574,1323363,8115937,2021-07-09
Rajasthan,21609690,4589904,26199594,21575229,4547860,26123089,2021-07-09
Sikkim,440417,115683,556100,436734,110041,546775,2021-07-09
Tamil Nadu,14418168,2918241,17336409,14363683,2879848,17243531,2021-07-09
Telangana,10353234,1919742,12272976,10249542,1856644,12106186,2021-07-09
Tripura,2043421,637853,2681274,2031660,631163,2662823,2021-07-09
Uttar Pradesh,31128043,5689999,36818042,30540558,5532965,36073523,2021-07-09
Uttarakhand,3882097,982302,4864399,3865593,970930,4836523,2021-07-09
West Bengal,17633337,6220264,23853601,17550459,6062514,23612973,2021-07-09
Miscellaneous,1738910,1530523,3269433,1738410,1529424,3267834,2021-07-09
Andaman and Nicobar,166120,56520,222640,164079,51673,215752,2021-07-10
Andhra Pradesh,13472776,3473215,16945991,13372991,3379662,16752653,2021-07-10
Arunachal Pradesh,590034,111666,701700,583283,108549,691832,2021-07-10
Assam,6566338,1345122,7911460,6462377,1328658,7791035,2021-07-10
Bihar,15882280,2674098,18556378,15746006,2639043,18385049,2021-07-10
Chandigarh,490212,115043,605255,483886,110610,594496,2021-07-10
Chhattisgarh,8498849,1865528,10364377,8449013,1846188,10295201,2021-07-10
Dadra and Nagar Haveli and Daman and Diu,466318,59768,526086,458219,57873,516092,2021-07-10
Delhi,6814195,2076571,8890766,6761670,2049346,8811016,2021-07-10
Goa,917320,166208,1083528,904933,158124,1063057,2021-07-10
Gujarat,21373145,6264178,27637323,21193413,6159886,27353299,2021-07-10
Haryana,8104874,1743422,9848296,8055206,1713107,9768313,2021-07-10
Himachal Pradesh,3423175,857856,4281031,3419934,838929,4258863,2021-07-10
Jammu and Kashmir,4293976,821422,5115398,4272302,816684,5088986,2021-07-10
Jharkhand,6368394,1281530,7649924,6318626,1254799,7573425,2021-07-10
Karnataka,20854334,4664767,25519101,20709400,4567725,25277125,2021-07-10
Kerala,11544603,4122660,15667263,11454406,3958218,15412624,2021-07-10
Ladakh,181385,60730,242115,180257,60561,240818,2021-07-10
Lakshadweep,47936,10670,58606,47830,10455,58285,2021-07-10
Madhya Pradesh,20130896,3789171,23920067,19555645,3673641,23229286,2021-07-10
Maharashtra,28600474,7744107,36344581,28386834,7588525,35975359,2021-07-10
Manipur,776564,84614,861178,770581,83777,854358,2021-07-10
Meghalaya,712497,97505,810002,706033,96032,802065,2021-07-10
Mizoram,583307,88062,671369,580502,86722,667224,2021-07-10
Nagaland,502157,87758,589915,500265,86701,586966,2021-07-10
Odisha,10727017,2716948,13443965,10683343,2693487,13376830,2021-07-10
Puducherry,479916,107073,586989,473917,100944,574861,2021-07-10
Punjab,6842476,1341758,8184234,6800474,1329096,8129570,2021-07-10
Rajasthan,21664063,4667398,26331461,21609690,4589904,26199594,2021-07-10
Sikkim,442125,118462,560587,440417,115683,556100,2021-07-10
Tamil Nadu,14464842,2940208,17405050,14418168,2918241,17336409,2021-07-10
Telangana,10417619,1977578,12395197,10353234,1919742,12272976,2021-07-10
Tripura,2058044,647462,2705506,2043421,637853,2681274,2021-07-10
Uttar Pradesh,31368938,5797454,37166392,31128043,5689999,36818042,2021-07-10
Uttarakhand,3899305,990048,4889353,3882097,982302,4864399,2021-07-10
West Bengal,17705276,6363044,24068320,17633337,6220264,23853601,2021-07-10
Miscellaneous,1739718,1531464,3271182,1738910,1530523,3269433,2021-07-10
Andaman and Nicobar,166343,56716,223059,166120,56520,222640,2021-07-11
Andhra Pradesh,13530304,3524470,17054774,13472776,3473215,16945991,2021-07-11
Arunachal Pradesh,593409,112679,706088,590034,111666,701700,2021-07-11
Assam,6664502,1352045,8016547,6566338,1345122,7911460,2021-07-11
Bihar,15907489,2685174,18592663,15882280,2674098,18556378,2021-07-11
Chandigarh,494636,117097,611733,490212,115043,605255,2021-07-11
Chhattisgarh,8510673,1870157,10380830,8498849,1865528,10364377,2021-07-11
Dadra and Nagar Haveli and Daman and Diu,468934,60334,529268,466318,59768,526086,2021-07-11
Delhi,6821204,2080422,8901626,6814195,2076571,8890766,2021-07-11
Goa,925118,170968,1096086,917320,166208,1083528,2021-07-11
Gujarat,21524646,6341638,27866284,21373145,6264178,27637323,2021-07-11
Haryana,8123747,1754981,9878728,8104874,1743422,9848296,2021-07-11
Himachal Pradesh,3423246,858062,4281308,3423175,857856,4281031,2021-07-11
Jammu and Kashmir,4314682,835458,5150140,4293976,821422,5115398,2021-07-11
Jharkhand,6386040,1288741,7674781,6368394,1281530,7649924,2021-07-11
Karnataka,20921191,4703519,25624710,20854334,4664767,25519101,2021-07-11
Kerala,11559011,4141963,15700974,11544603,4122660,15667263,2021-07-11
Ladakh,181815,60730,242545,181385,60730,242115,2021-07-11
Lakshadweep,47993,10741,58734,47936,10670,58606,2021-07-11
Madhya Pradesh,20143924,3791057,23934981,20130896,3789171,23920067,2021-07-11
Maharashtra,28703564,7822426,36525990,28600474,7744107,36344581,2021-07-11
Manipur,781273,84767,866040,776564,84614,861178,2021-07-11
Meghalaya,712955,97618,810573,712497,97505,810002,2021-07-11
Mizoram,583639,88062,671701,583307,88062,671369,2021-07-11
Nagaland,505562,88846,594408,502157,87758,589915,2021-07-11
Odisha,10732741,2718827,13451568,10727017,2716948,13443965,2021-07-11
Puducherry,484491,110044,594535,479916,107073,586989,2021-07-11
Punjab,6866655,1345592,8212247,6842476,1341758,8184234,2021-07-11
Rajasthan,21724229,4686607,26410836,21664063,4667398,26331461,2021-07-11
Sikkim,442125,118462,560587,442125,118462,560587,2021-07-11
Tamil Nadu,14521761,2968689,17490450,14464842,2940208,17405050,2021-07-11
Telangana,10422316,1987596,12409912,10417619,1977578,12395197,2021-07-11
Tripura,2060295,648572,2708867,2058044,647462,2705506,2021-07-11
Uttar Pradesh,31381029,5801264,37182293,31368938,5797454,37166392,2021-07-11
Uttarakhand,3914022,993205,4907227,3899305,990048,4889353,2021-07-11
West Bengal,17733441,6424246,24157687,17705276,6363044,24068320,2021-07-11
Miscellaneous,1739847,1531874,3271721,1739718,1531464,3271182,2021-07-11
Andaman and Nicobar,168329,62169,230498,166343,56716,223059,2021-07-12
Andhra Pradesh,13680584,3677411,17357995,13530304,3524470,17054774,2021-07-12
Arunachal Pradesh,600181,117004,717185,593409,112679,706088,2021-07-12
Assam,6897620,1369094,8266714,6664502,1352045,8016547,2021-07-12
Bihar,16194053,2753207,18947260,15907489,2685174,18592663,2021-07-12
Chandigarh,500328,120393,620721,494636,117097,611733,2021-07-12
Chhattisgarh,8525185,1876146,10401331,8510673,1870157,10380830,2021-07-12
Dadra and Nagar Haveli and Daman and Diu,476043,61578,537621,468934,60334,529268,2021-07-12
Delhi,6843441,2094499,8937940,6821204,2080422,8901626,2021-07-12
Goa,935700,178081,1113781,925118,170968,1096086,2021-07-12
Gujarat,21694626,6428436,28123062,21524646,6341638,27866284,2021-07-12
Haryana,8153323,1776998,9930321,8123747,1754981,9878728,2021-07-12
Himachal Pradesh,3427554,891773,4319327,3423246,858062,4281308,2021-07-12
Jammu and Kashmir,4339497,857065,5196562,4314682,835458,5150140,2021-07-12
Jharkhand,6400885,1293796,7694681,6386040,1288741,7674781,2021-07-12
Karnataka,21087588,4795478,25883066,20921191,4703519,25624710,2021-07-12
Kerala,11633745,4277703,15911448,11559011,4141963,15700974,2021-07-12
Ladakh,182438,61118,243556,181815,60730,242545,2021-07-12
Lakshadweep,48058,11023,59081,47993,10741,58734,2021-07-12
Madhya Pradesh,20157526,3815988,23973514,20143924,3791057,23934981,2021-07-12
Maharashtra,28982589,8042207,37024796,28703564,7822426,36525990,2021-07-12
Manipur,794059,86318,880377,781273,84767,866040,2021-07-12
Meghalaya,723853,100489,824342,712955,97618,810573,2021-07-12
Mizoram,588467,96562,685029,583639,88062,671701,2021-07-12
Nagaland,512320,94625,606945,505562,88846,594408,2021-07-12
Odisha,10774116,2729001,13503117,10732741,2718827,13451568,2021-07-12
Puducherry,493551,116586,610137,484491,110044,594535,2021-07-12
Punjab,6986755,1428792,8415547,6866655,1345592,8212247,2021-07-12
Rajasthan,21746650,4702524,26449174,21724229,4686607,26410836,2021-07-12
Sikkim,445999,124260,570259,442125,118462,560587,2021-07-12
Tamil Nadu,14781129,3066750,17847879,14521761,2968689,17490450,2021-07-12
Telangana,10533402,2056708,12590110,10422316,1987596,12409912,2021-07-12
Tripura,2074754,659043,2733797,2060295,648572,2708867,2021-07-12
Uttar Pradesh,31759463,5939597,37699060,31381029,5801264,37182293,2021-07-12
Uttarakhand,3930271,1000918,4931189,3914022,993205,4907227,2021-07-12
West Bengal,17798492,6558807,24357299,17733441,6424246,24157687,2021-07-12
Miscellaneous,1740207,1532718,3272925,1739847,1531874,3271721,2021-07-12
Andaman and Nicobar,174389,66257,240646,168329,62169,230498,2021-07-13
Andhra Pradesh,14063743,3772529,17836272,13680584,3677411,17357995,2021-07-13
Arunachal Pradesh,607036,120871,727907,600181,117004,717185,2021-07-13
Assam,6988194,1384441,8372635,6897620,1369094,8266714,2021-07-13
Bihar,16402112,2781473,19183585,16194053,2753207,18947260,2021-07-13
Chandigarh,515329,123378,638707,500328,120393,620721,2021-07-13
Chhattisgarh,8674092,1879369,10553461,8525185,1876146,10401331,2021-07-13
Dadra and Nagar Haveli and Daman and Diu,486920,62607,549527,476043,61578,537621,2021-07-13
Delhi,6957233,2131485,9088718,6843441,2094499,8937940,2021-07-13
Goa,948191,184671,1132862,935700,178081,1113781,2021-07-13
Gujarat,21977912,6516391,28494303,21694626,6428436,28123062,2021-07-13
Haryana,8281500,1835038,10116538,8153323,1776998,9930321,2021-07-13
Himachal Pradesh,3487424,928925,4416349,3427554,891773,4319327,2021-07-13
Jammu and Kashmir,4400294,869421,5269715,4339497,857065,5196562,2021-07-13
Jharkhand,6525383,1348348,7873731,6400885,1293796,7694681,2021-07-13
Karnataka,21365071,4846702,26211773,21087588,4795478,25883066,2021-07-13
Kerala,11741150,4366383,16107533,11633745,4277703,15911448,2021-07-13
Ladakh,184197,61509,245706,182438,61118,243556,2021-07-13
Lakshadweep,48558,11504,60062,48058,11023,59081,2021-07-13
Madhya Pradesh,20345753,3818260,24164013,20157526,3815988,23973514,2021-07-13
Maharashtra,29348230,8168543,37516773,28982589,8042207,37024796,2021-07-13
Manipur,823351,90079,913430,794059,86318,880377,2021-07-13
Meghalaya,737304,103914,841218,723853,100489,824342,2021-07-13
Mizoram,595382,103294,698676,588467,96562,685029,2021-07-13
Nagaland,521140,99423,620563,512320,94625,606945,2021-07-13
Odisha,10923291,2747474,13670765,10774116,2729001,13503117,2021-07-13
Puducherry,503132,119030,622162,493551,116586,610137,2021-07-13
Punjab,7075101,1447226,8522327,6986755,1428792,8415547,2021-07-13
Rajasthan,22085820,4933431,27019251,21746650,4702524,26449174,2021-07-13
Sikkim,450013,125036,575049,445999,124260,570259,2021-07-13
Tamil Nadu,15160088,3143822,18303910,14781129,3066750,17847879,2021-07-13
Telangana,10699363,2121117,12820480,10533402,2056708,12590110,2021-07-13
Tripura,2103011,667511,2770522,2074754,659043,2733797,2021-07-13
Uttar Pradesh,32468531,6084096,38552627,31759463,5939597,37699060,2021-07-13
Uttarakhand,3957266,1021926,4979192,3930271,1000918,4931189,2021-07-13
West Bengal,18021482,6691305,24712787,17798492,6558807,24357299,2021-07-13
Miscellaneous,1740553,1533607,3274160,1740207,1532718,3272925,2021-07-13
Andaman and Nicobar,177014,69670,246684,174389,66257,240646,2021-07-14
Andhra Pradesh,14191226,3849058,18040284,14063743,3772529,17836272,2021-07-14
Arunachal Pradesh,611880,124519,736399,607036,120871,727907,2021-07-14
Assam,7042767,1432392,8475159,6988194,1384441,8372635,2021-07-14
Bihar,16478046,2826509,19304555,16402112,2781473,19183585,2021-07-14
Chandigarh,520502,126141,646643,515329,123378,638707,2021-07-14
